,index,ref,ref_p5,ref_p95,2050laag,2050laag_p5,2050laag_p95,2050hoog,2050hoog_p5,2050hoog_p95,2100laag,2100laag_p5,2100laag_p95,2100hoog,2100hoog_p5,2100hoog_p95
593,594,18.704166666666666,2.0,44.0,13.666666666666666,0.0,37.0,10.05,0.0,32.0,13.666666666666666,0.0,37.0,2.7375,0.0,12.0
594,595,27.2625,6.950000000000001,61.0,20.845833333333335,3.0,47.0,16.108333333333334,1.0,43.04999999999998,20.845833333333335,3.0,47.0,5.591666666666667,0.0,18.0
595,596,27.9,6.950000000000001,61.04999999999998,21.308333333333334,3.0,48.04999999999998,16.495833333333334,1.0,44.04999999999998,21.308333333333334,3.0,48.04999999999998,5.741666666666666,0.0,19.049999999999983
596,597,27.9,6.950000000000001,61.04999999999998,21.308333333333334,3.0,48.04999999999998,16.495833333333334,1.0,44.04999999999998,21.308333333333334,3.0,48.04999999999998,5.741666666666666,0.0,19.049999999999983
597,598,30.841666666666665,7.950000000000001,63.04999999999998,24.041666666666668,3.950000000000001,53.099999999999966,19.075,2.0,49.04999999999998,24.041666666666668,3.950000000000001,53.099999999999966,7.1375,0.0,23.049999999999983
598,599,31.2875,7.0,64.0,24.195833333333333,3.950000000000001,53.04999999999998,19.041666666666668,2.0,48.0,24.195833333333333,3.950000000000001,53.04999999999998,6.975,0.0,23.0
599,600,35.19583333333333,9.0,69.0,27.391666666666666,5.0,57.04999999999998,21.541666666666668,3.0,53.0,27.391666666666666,5.0,57.04999999999998,7.595833333333333,0.0,24.0
600,601,35.19583333333333,9.0,69.0,27.391666666666666,5.0,57.04999999999998,21.541666666666668,3.0,53.0,27.391666666666666,5.0,57.04999999999998,7.595833333333333,0.0,24.0
601,602,36.575,10.0,70.04999999999998,28.658333333333335,5.0,58.0,22.5875,4.0,55.0,28.658333333333335,5.0,58.0,7.7625,0.0,23.0
602,603,38.65833333333333,12.0,73.0,30.025,6.950000000000001,61.0,24.008333333333333,5.0,53.04999999999998,30.025,6.950000000000001,61.0,7.9,0.0,22.099999999999966
603,604,38.65833333333333,12.0,73.0,30.025,6.950000000000001,61.0,24.008333333333333,5.0,53.04999999999998,30.025,6.950000000000001,61.0,7.9,0.0,22.099999999999966
604,605,41.2875,17.0,71.04999999999998,31.970833333333335,10.0,58.099999999999966,24.1875,6.0,50.04999999999998,31.970833333333335,10.0,58.099999999999966,7.483333333333333,0.0,20.0
605,606,44.84166666666667,19.950000000000003,76.0,34.791666666666664,10.950000000000001,62.04999999999998,26.441666666666666,7.0,52.099999999999966,34.791666666666664,10.950000000000001,62.04999999999998,8.754166666666666,0.0,24.0
606,607,44.84166666666667,19.950000000000003,76.0,34.791666666666664,10.950000000000001,62.04999999999998,26.441666666666666,7.0,52.099999999999966,34.791666666666664,10.950000000000001,62.04999999999998,8.754166666666666,0.0,24.0
607,608,46.72083333333333,21.950000000000003,78.0,36.141666666666666,13.0,63.04999999999998,27.4875,7.0,53.14999999999995,36.141666666666666,13.0,63.04999999999998,9.175,0.0,24.0
608,609,49.42916666666667,24.0,80.0,38.045833333333334,15.0,66.0,28.575,9.0,56.04999999999998,38.045833333333334,15.0,66.0,10.166666666666666,0.0,25.0
609,610,52.40833333333333,24.0,84.0,40.545833333333334,16.0,68.0,30.4125,10.0,58.0,40.545833333333334,16.0,68.0,10.8875,0.0,27.0
610,611,52.40833333333333,24.0,84.0,40.545833333333334,16.0,68.0,30.4125,10.0,58.0,40.545833333333334,16.0,68.0,10.8875,0.0,27.0
611,612,57.55833333333333,29.0,91.0,45.545833333333334,20.0,78.0,34.025,13.0,62.0,45.545833333333334,20.0,78.0,12.5625,1.0,30.049999999999983
612,613,58.31666666666667,30.0,91.04999999999998,45.87083333333333,21.0,76.14999999999995,34.97083333333333,13.0,62.04999999999998,45.87083333333333,21.0,76.14999999999995,12.7125,1.0,31.0
613,614,58.31666666666667,30.0,91.04999999999998,45.87083333333333,21.0,76.14999999999995,34.97083333333333,13.0,62.04999999999998,45.87083333333333,21.0,76.14999999999995,12.7125,1.0,31.0
614,615,59.925,31.0,91.0,47.608333333333334,22.950000000000003,78.04999999999998,36.0,14.0,63.04999999999998,47.608333333333334,22.950000000000003,78.04999999999998,13.3125,1.0,31.0
615,616,63.67916666666667,33.95,96.0,51.09166666666667,23.950000000000003,81.0,38.92916666666667,15.0,66.09999999999997,51.09166666666667,23.950000000000003,81.0,14.55,1.950000000000001,33.0
616,617,63.67916666666667,33.95,96.0,51.09166666666667,23.950000000000003,81.0,38.92916666666667,15.0,66.09999999999997,51.09166666666667,23.950000000000003,81.0,14.55,1.950000000000001,33.0
617,618,62.108333333333334,33.95,96.0,49.766666666666666,22.0,78.04999999999998,37.77916666666667,14.0,65.14999999999995,49.766666666666666,22.0,78.04999999999998,13.954166666666667,1.0,32.0
618,619,62.15,34.0,95.09999999999997,49.041666666666664,22.0,78.04999999999998,37.233333333333334,13.950000000000001,65.2999999999999,49.041666666666664,22.0,78.04999999999998,13.816666666666666,1.0,31.049999999999983
619,620,62.75416666666667,33.0,96.04999999999998,49.645833333333336,22.0,79.0,38.55,14.0,68.14999999999995,49.645833333333336,22.0,79.0,14.704166666666667,1.0,32.0
620,621,62.75416666666667,33.0,96.04999999999998,49.645833333333336,22.0,79.0,38.55,14.0,68.14999999999995,49.645833333333336,22.0,79.0,14.704166666666667,1.0,32.0
621,622,63.6375,33.0,98.04999999999998,51.02916666666667,25.950000000000003,80.04999999999998,40.208333333333336,16.0,72.0,51.02916666666667,25.950000000000003,80.04999999999998,15.295833333333333,1.950000000000001,33.0
622,623,65.02083333333333,36.0,99.0,52.454166666666666,26.950000000000003,81.04999999999998,41.354166666666664,16.0,74.04999999999998,52.454166666666666,26.950000000000003,81.04999999999998,16.120833333333334,2.0,34.04999999999998
623,624,65.02083333333333,36.0,99.0,52.454166666666666,26.950000000000003,81.04999999999998,41.354166666666664,16.0,74.04999999999998,52.454166666666666,26.950000000000003,81.04999999999998,16.120833333333334,2.0,34.04999999999998
624,625,64.30833333333334,35.0,97.0,52.78333333333333,27.950000000000003,83.0,40.641666666666666,14.0,71.0,52.78333333333333,27.950000000000003,83.0,15.7875,2.0,33.04999999999998
625,626,60.5125,32.0,94.0,48.2625,23.0,76.04999999999998,36.895833333333336,13.0,67.04999999999998,48.2625,23.0,76.04999999999998,14.308333333333334,1.0,31.049999999999983
626,627,60.5125,32.0,94.0,48.2625,23.0,76.04999999999998,36.895833333333336,13.0,67.04999999999998,48.2625,23.0,76.04999999999998,14.308333333333334,1.0,31.049999999999983
627,628,58.479166666666664,31.0,92.0,46.5,21.950000000000003,74.09999999999997,35.5625,12.0,65.04999999999998,46.5,21.950000000000003,74.09999999999997,13.55,1.0,30.049999999999983
628,629,57.916666666666664,31.0,90.04999999999998,46.204166666666666,21.950000000000003,72.14999999999995,35.358333333333334,12.0,66.0,46.204166666666666,21.950000000000003,72.14999999999995,13.954166666666667,1.0,31.049999999999983
629,630,27.575,6.950000000000001,61.04999999999998,20.991666666666667,2.950000000000001,49.0,16.0375,1.0,43.0,20.991666666666667,2.950000000000001,49.0,4.983333333333333,0.0,17.0
630,631,27.575,6.950000000000001,61.04999999999998,20.991666666666667,2.950000000000001,49.0,16.0375,1.0,43.0,20.991666666666667,2.950000000000001,49.0,4.983333333333333,0.0,17.0
631,632,28.195833333333333,6.950000000000001,61.0,21.7,3.0,49.04999999999998,17.008333333333333,1.0,45.0,21.7,3.0,49.04999999999998,6.0,0.0,19.0
632,633,31.354166666666668,8.0,65.09999999999997,24.5375,4.0,55.04999999999998,19.308333333333334,2.0,50.0,24.5375,4.0,55.04999999999998,7.354166666666667,0.0,23.0
633,634,32.59583333333333,8.0,66.04999999999998,25.491666666666667,4.0,56.0,19.9875,2.0,50.04999999999998,25.491666666666667,4.0,56.0,7.420833333333333,0.0,23.049999999999983
634,635,32.59583333333333,8.0,66.04999999999998,25.491666666666667,4.0,56.0,19.9875,2.0,50.04999999999998,25.491666666666667,4.0,56.0,7.420833333333333,0.0,23.049999999999983
635,636,36.92916666666667,9.950000000000001,70.14999999999995,28.958333333333332,5.0,60.0,23.079166666666666,3.0,55.04999999999998,28.958333333333332,5.0,60.0,8.2125,0.0,25.049999999999983
636,637,36.475,9.0,71.04999999999998,28.508333333333333,5.0,59.04999999999998,22.6125,3.0,54.04999999999998,28.508333333333333,5.0,59.04999999999998,7.9875,0.0,24.049999999999983
637,638,36.475,9.0,71.04999999999998,28.508333333333333,5.0,59.04999999999998,22.6125,3.0,54.04999999999998,28.508333333333333,5.0,59.04999999999998,7.9875,0.0,24.049999999999983
638,639,40.579166666666666,12.900000000000002,78.0,31.654166666666665,7.0,64.0,25.504166666666666,5.0,58.04999999999998,31.654166666666665,7.0,64.0,8.720833333333333,0.0,26.0
639,640,40.520833333333336,12.950000000000001,77.04999999999998,31.470833333333335,8.0,62.099999999999966,25.166666666666668,5.0,56.04999999999998,31.470833333333335,8.0,62.099999999999966,8.525,0.0,24.0
640,641,40.520833333333336,12.950000000000001,77.04999999999998,31.470833333333335,8.0,62.099999999999966,25.166666666666668,5.0,56.04999999999998,31.470833333333335,8.0,62.099999999999966,8.525,0.0,24.0
641,642,40.9625,14.0,74.0,31.816666666666666,8.950000000000001,61.04999999999998,24.583333333333332,5.0,52.04999999999998,31.816666666666666,8.950000000000001,61.04999999999998,8.416666666666666,0.0,24.0
642,643,41.670833333333334,18.0,73.04999999999998,31.979166666666668,9.950000000000001,58.04999999999998,23.841666666666665,5.0,49.099999999999966,31.979166666666668,9.950000000000001,58.04999999999998,7.708333333333333,0.0,20.099999999999966
643,644,41.670833333333334,18.0,73.04999999999998,31.979166666666668,9.950000000000001,58.04999999999998,23.841666666666665,5.0,49.099999999999966,31.979166666666668,9.950000000000001,58.04999999999998,7.708333333333333,0.0,20.099999999999966
644,645,43.82083333333333,19.0,74.04999999999998,33.208333333333336,12.0,60.04999999999998,25.208333333333332,6.950000000000001,52.14999999999995,33.208333333333336,12.0,60.04999999999998,7.658333333333333,0.0,21.0
645,646,47.57083333333333,21.950000000000003,80.0,35.0125,12.950000000000001,63.04999999999998,26.941666666666666,7.950000000000001,55.04999999999998,35.0125,12.950000000000001,63.04999999999998,9.591666666666667,0.0,25.049999999999983
646,647,51.32083333333333,23.900000000000002,85.0,39.1125,15.0,68.04999999999998,29.620833333333334,8.950000000000001,58.04999999999998,39.1125,15.0,68.04999999999998,10.7875,0.0,27.099999999999966
647,648,51.32083333333333,23.900000000000002,85.0,39.1125,15.0,68.04999999999998,29.620833333333334,8.950000000000001,58.04999999999998,39.1125,15.0,68.04999999999998,10.7875,0.0,27.099999999999966
648,649,54.44583333333333,27.0,89.0,41.62916666666667,17.0,70.04999999999998,31.508333333333333,9.0,60.04999999999998,41.62916666666667,17.0,70.04999999999998,11.079166666666667,0.0,28.0
649,650,56.708333333333336,29.0,88.04999999999998,43.083333333333336,18.950000000000003,71.04999999999998,32.25833333333333,11.950000000000001,61.0,43.083333333333336,18.950000000000003,71.04999999999998,11.858333333333333,0.9500000000000011,30.0
650,651,56.708333333333336,29.0,88.04999999999998,43.083333333333336,18.950000000000003,71.04999999999998,32.25833333333333,11.950000000000001,61.0,43.083333333333336,18.950000000000003,71.04999999999998,11.858333333333333,0.9500000000000011,30.0
651,652,58.85,30.0,90.04999999999998,46.375,20.950000000000003,77.0,34.94166666666667,13.0,62.14999999999995,46.375,20.950000000000003,77.0,13.395833333333334,1.0,32.04999999999998
652,653,61.3,32.95,95.0,49.30416666666667,23.0,78.04999999999998,36.5375,14.0,64.04999999999998,49.30416666666667,23.0,78.04999999999998,13.841666666666667,1.0,31.049999999999983
653,654,61.3,32.95,95.0,49.30416666666667,23.0,78.04999999999998,36.5375,14.0,64.04999999999998,49.30416666666667,23.0,78.04999999999998,13.841666666666667,1.0,31.049999999999983
654,655,60.93333333333333,31.950000000000003,95.04999999999998,48.545833333333334,22.0,78.04999999999998,36.85,14.0,66.0,48.545833333333334,22.0,78.04999999999998,13.8625,1.0,32.04999999999998
655,656,62.020833333333336,32.0,97.09999999999997,49.59166666666667,23.0,77.09999999999997,38.2625,14.0,68.19999999999993,49.59166666666667,23.0,77.09999999999997,14.479166666666666,1.0,32.04999999999998
656,657,62.020833333333336,32.0,97.09999999999997,49.59166666666667,23.0,77.09999999999997,38.2625,14.0,68.19999999999993,49.59166666666667,23.0,77.09999999999997,14.479166666666666,1.0,32.04999999999998
657,658,63.43333333333333,33.95,98.0,50.95,24.0,80.04999999999998,39.8875,15.0,69.14999999999995,50.95,24.0,80.04999999999998,15.245833333333334,1.950000000000001,33.04999999999998
658,659,64.4625,34.0,99.04999999999998,51.983333333333334,25.0,82.0,41.125,15.950000000000001,72.09999999999997,51.983333333333334,25.0,82.0,15.4875,1.950000000000001,33.04999999999998
659,660,65.60416666666667,35.0,99.04999999999998,53.27916666666667,25.0,84.0,41.520833333333336,15.0,72.04999999999998,53.27916666666667,25.0,84.0,16.533333333333335,2.0,34.14999999999995
660,661,65.60416666666667,35.0,99.04999999999998,53.27916666666667,25.0,84.0,41.520833333333336,15.0,72.04999999999998,53.27916666666667,25.0,84.0,16.533333333333335,2.0,34.14999999999995
661,662,66.15833333333333,35.900000000000006,99.0,54.416666666666664,26.950000000000003,84.04999999999998,42.270833333333336,16.0,74.04999999999998,54.416666666666664,26.950000000000003,84.04999999999998,17.2,2.950000000000001,36.0
662,663,59.829166666666666,31.0,92.0,48.416666666666664,23.0,78.04999999999998,36.47083333333333,12.950000000000001,68.0,48.416666666666664,23.0,78.04999999999998,14.504166666666666,1.0,32.0
663,664,59.829166666666666,31.0,92.0,48.416666666666664,23.0,78.04999999999998,36.47083333333333,12.950000000000001,68.0,48.416666666666664,23.0,78.04999999999998,14.504166666666666,1.0,32.0
664,665,56.7875,28.950000000000003,90.0,44.579166666666666,20.0,72.09999999999997,34.34583333333333,11.950000000000001,63.04999999999998,44.579166666666666,20.0,72.09999999999997,13.625,0.0,31.0
665,666,56.97083333333333,31.0,89.0,44.90833333333333,20.0,71.14999999999995,34.45,11.950000000000001,62.099999999999966,44.90833333333333,20.0,71.14999999999995,13.441666666666666,0.9500000000000011,31.0
666,667,20.704166666666666,3.0,52.04999999999998,12.779166666666667,0.0,35.0,8.475,0.0,29.049999999999983,12.779166666666667,0.0,35.0,0.6833333333333333,0.0,4.0
667,668,20.704166666666666,3.0,52.04999999999998,12.779166666666667,0.0,35.0,8.475,0.0,29.049999999999983,12.779166666666667,0.0,35.0,0.6833333333333333,0.0,4.0
668,669,32.06666666666667,8.0,65.09999999999997,25.591666666666665,4.0,56.0,20.325,2.0,54.0,25.591666666666665,4.0,56.0,7.845833333333333,0.0,24.0
669,670,33.358333333333334,8.0,67.14999999999995,26.2625,4.0,58.0,20.795833333333334,2.0,53.04999999999998,26.2625,4.0,58.0,7.733333333333333,0.0,24.049999999999983
670,671,37.15,10.0,71.09999999999997,29.3125,5.0,61.04999999999998,23.733333333333334,3.0,58.04999999999998,29.3125,5.0,61.04999999999998,8.5125,0.0,27.0
671,672,37.15,10.0,71.09999999999997,29.3125,5.0,61.04999999999998,23.733333333333334,3.0,58.04999999999998,29.3125,5.0,61.04999999999998,8.5125,0.0,27.0
672,673,40.27916666666667,11.0,77.04999999999998,31.533333333333335,7.0,64.0,26.0875,4.0,60.099999999999966,31.533333333333335,7.0,64.0,9.266666666666667,0.0,28.0
673,674,40.516666666666666,10.950000000000001,78.04999999999998,31.845833333333335,6.0,65.04999999999998,25.8625,4.0,59.099999999999966,31.845833333333335,6.0,65.04999999999998,9.141666666666667,0.0,27.0
674,675,40.516666666666666,10.950000000000001,78.04999999999998,31.845833333333335,6.0,65.04999999999998,25.8625,4.0,59.099999999999966,31.845833333333335,6.0,65.04999999999998,9.141666666666667,0.0,27.0
675,676,40.87916666666667,11.0,79.04999999999998,32.00833333333333,6.950000000000001,66.0,25.466666666666665,4.0,58.099999999999966,32.00833333333333,6.950000000000001,66.0,8.983333333333333,0.0,27.0
676,677,40.82083333333333,11.950000000000001,78.09999999999997,31.354166666666668,7.0,64.04999999999998,24.904166666666665,5.0,58.099999999999966,31.354166666666668,7.0,64.04999999999998,8.725,0.0,26.0
677,678,40.82083333333333,11.950000000000001,78.09999999999997,31.354166666666668,7.0,64.04999999999998,24.904166666666665,5.0,58.099999999999966,31.354166666666668,7.0,64.04999999999998,8.725,0.0,26.0
678,679,40.875,13.0,75.0,31.254166666666666,8.0,62.04999999999998,24.566666666666666,4.950000000000001,56.04999999999998,31.254166666666666,8.0,62.04999999999998,8.45,0.0,24.0
679,680,41.38333333333333,17.950000000000003,72.04999999999998,31.254166666666666,9.950000000000001,58.099999999999966,23.2375,5.0,51.0,31.254166666666666,9.950000000000001,58.099999999999966,7.95,0.0,22.0
680,681,41.38333333333333,17.950000000000003,72.04999999999998,31.254166666666666,9.950000000000001,58.099999999999966,23.2375,5.0,51.0,31.254166666666666,9.950000000000001,58.099999999999966,7.95,0.0,22.0
681,682,42.479166666666664,18.0,74.09999999999997,32.229166666666664,10.0,59.04999999999998,24.220833333333335,5.0,52.0,32.229166666666664,10.0,59.04999999999998,8.320833333333333,0.0,22.049999999999983
682,683,46.15416666666667,20.950000000000003,79.0,34.770833333333336,12.0,63.099999999999966,26.65,6.950000000000001,56.0,34.770833333333336,12.0,63.099999999999966,9.658333333333333,0.0,25.099999999999966
683,684,49.104166666666664,18.0,88.04999999999998,37.88333333333333,12.0,69.04999999999998,29.975,7.0,63.099999999999966,37.88333333333333,12.0,69.04999999999998,10.908333333333333,0.0,29.049999999999983
684,685,49.104166666666664,18.0,88.04999999999998,37.88333333333333,12.0,69.04999999999998,29.975,7.0,63.099999999999966,37.88333333333333,12.0,69.04999999999998,10.908333333333333,0.0,29.049999999999983
685,686,52.59166666666667,23.950000000000003,88.0,39.9,15.0,70.0,29.958333333333332,8.0,61.0,39.9,15.0,70.0,11.304166666666667,0.0,29.0
686,687,53.94166666666667,27.950000000000003,88.0,41.19166666666667,17.0,68.09999999999997,30.233333333333334,8.950000000000001,58.0,41.19166666666667,17.0,68.09999999999997,11.4125,1.0,28.049999999999983
687,688,53.94166666666667,27.950000000000003,88.0,41.19166666666667,17.0,68.09999999999997,30.233333333333334,8.950000000000001,58.0,41.19166666666667,17.0,68.09999999999997,11.4125,1.0,28.049999999999983
688,689,55.12916666666667,27.950000000000003,89.04999999999998,42.891666666666666,18.0,70.0,31.7875,9.0,58.14999999999995,42.891666666666666,18.0,70.0,11.829166666666667,0.9500000000000011,29.049999999999983
689,690,57.11666666666667,29.0,91.04999999999998,45.22083333333333,21.0,74.09999999999997,33.375,12.0,60.04999999999998,45.22083333333333,21.0,74.09999999999997,12.775,1.0,30.0
690,691,57.11666666666667,29.0,91.04999999999998,45.22083333333333,21.0,74.09999999999997,33.375,12.0,60.04999999999998,45.22083333333333,21.0,74.09999999999997,12.775,1.0,30.0
691,692,59.6125,31.950000000000003,95.0,47.07083333333333,20.950000000000003,76.09999999999997,35.25416666666667,13.0,64.0,47.07083333333333,20.950000000000003,76.09999999999997,13.4125,1.0,30.0
692,693,61.37916666666667,32.95,96.0,49.45,23.0,78.0,38.19166666666667,15.0,67.04999999999998,49.45,23.0,78.0,14.679166666666667,2.0,32.0
693,694,61.37916666666667,32.95,96.0,49.45,23.0,78.0,38.19166666666667,15.0,67.04999999999998,49.45,23.0,78.0,14.679166666666667,2.0,32.0
694,695,63.166666666666664,34.95,99.0,51.15833333333333,23.950000000000003,81.04999999999998,39.75416666666667,16.0,69.04999999999998,51.15833333333333,23.950000000000003,81.04999999999998,15.304166666666667,2.0,34.0
695,696,63.5125,34.0,98.0,50.775,23.950000000000003,81.0,39.74166666666667,15.950000000000001,70.0,50.775,23.950000000000003,81.0,15.1875,2.0,33.04999999999998
696,697,64.13333333333334,35.0,98.04999999999998,51.375,25.0,82.0,39.895833333333336,15.0,72.04999999999998,51.375,25.0,82.0,15.495833333333334,1.0,33.0
697,698,64.13333333333334,35.0,98.04999999999998,51.375,25.0,82.0,39.895833333333336,15.0,72.04999999999998,51.375,25.0,82.0,15.495833333333334,1.0,33.0
698,699,62.583333333333336,33.0,96.0,49.59583333333333,22.950000000000003,79.0,38.825,14.0,70.04999999999998,49.59583333333333,22.950000000000003,79.0,15.4625,2.0,33.0
699,700,56.74166666666667,29.950000000000003,91.0,44.42916666666667,19.950000000000003,72.09999999999997,33.925,11.950000000000001,63.0,44.42916666666667,19.950000000000003,72.09999999999997,13.6625,1.0,31.0
700,701,56.74166666666667,29.950000000000003,91.0,44.42916666666667,19.950000000000003,72.09999999999997,33.925,11.950000000000001,63.0,44.42916666666667,19.950000000000003,72.09999999999997,13.6625,1.0,31.0
701,702,54.645833333333336,28.950000000000003,87.04999999999998,42.608333333333334,18.0,70.14999999999995,32.6,11.0,62.0,42.608333333333334,18.0,70.14999999999995,13.158333333333333,1.0,31.0
702,703,55.358333333333334,29.950000000000003,87.04999999999998,43.270833333333336,19.0,72.0,33.18333333333333,10.950000000000001,62.0,43.270833333333336,19.0,72.0,13.079166666666667,0.0,29.049999999999983
703,704,20.675,2.950000000000001,50.0,12.829166666666667,0.0,37.0,8.679166666666667,0.0,29.049999999999983,12.829166666666667,0.0,37.0,1.0625,0.0,6.0
704,705,20.675,2.950000000000001,50.0,12.829166666666667,0.0,37.0,8.679166666666667,0.0,29.049999999999983,12.829166666666667,0.0,37.0,1.0625,0.0,6.0
705,706,35.32083333333333,9.0,69.14999999999995,27.995833333333334,6.0,57.04999999999998,22.2125,2.950000000000001,58.04999999999998,27.995833333333334,6.0,57.04999999999998,7.691666666666666,0.0,24.0
706,707,37.145833333333336,10.0,72.09999999999997,29.475,6.0,61.04999999999998,24.05,3.0,61.04999999999998,29.475,6.0,61.04999999999998,8.75,0.0,26.049999999999983
707,708,40.31666666666667,11.950000000000001,77.0,31.995833333333334,7.0,65.0,26.675,4.950000000000001,64.09999999999997,31.995833333333334,7.0,65.0,9.533333333333333,0.0,28.0
708,709,40.31666666666667,11.950000000000001,77.0,31.995833333333334,7.0,65.0,26.675,4.950000000000001,64.09999999999997,31.995833333333334,7.0,65.0,9.533333333333333,0.0,28.0
709,710,40.458333333333336,11.0,78.0,32.083333333333336,7.0,65.09999999999997,26.258333333333333,4.0,61.0,32.083333333333336,7.0,65.09999999999997,9.495833333333334,0.0,28.049999999999983
710,711,40.96666666666667,11.0,79.04999999999998,32.0625,7.0,66.0,25.845833333333335,4.0,60.0,32.0625,7.0,66.0,9.55,0.0,28.0
711,712,40.96666666666667,11.0,79.04999999999998,32.0625,7.0,66.0,25.845833333333335,4.0,60.0,32.0625,7.0,66.0,9.55,0.0,28.0
712,713,41.016666666666666,11.0,79.09999999999997,31.75,6.0,65.04999999999998,25.591666666666665,4.0,60.0,31.75,6.0,65.04999999999998,9.275,0.0,27.049999999999983
713,714,40.87916666666667,11.0,79.09999999999997,31.116666666666667,5.950000000000001,64.04999999999998,24.920833333333334,3.0,59.04999999999998,31.116666666666667,5.950000000000001,64.04999999999998,9.191666666666666,0.0,27.049999999999983
714,715,40.87916666666667,11.0,79.09999999999997,31.116666666666667,5.950000000000001,64.04999999999998,24.920833333333334,3.0,59.04999999999998,31.116666666666667,5.950000000000001,64.04999999999998,9.191666666666666,0.0,27.049999999999983
715,716,40.94583333333333,13.900000000000002,78.04999999999998,31.370833333333334,7.0,63.04999999999998,24.870833333333334,4.0,56.099999999999966,31.370833333333334,7.0,63.04999999999998,8.908333333333333,0.0,25.0
716,717,41.52916666666667,13.950000000000001,78.04999999999998,31.654166666666665,8.0,61.19999999999993,24.654166666666665,4.0,55.04999999999998,31.654166666666665,8.0,61.19999999999993,8.979166666666666,0.0,26.0
717,718,41.52916666666667,13.950000000000001,78.04999999999998,31.654166666666665,8.0,61.19999999999993,24.654166666666665,4.0,55.04999999999998,31.654166666666665,8.0,61.19999999999993,8.979166666666666,0.0,26.0
718,719,42.25416666666667,17.0,75.04999999999998,31.858333333333334,11.0,60.0,23.433333333333334,5.0,51.0,31.858333333333334,11.0,60.0,8.408333333333333,0.0,23.049999999999983
719,720,45.21666666666667,20.0,77.04999999999998,34.1,12.0,62.099999999999966,25.795833333333334,5.950000000000001,57.04999999999998,34.1,12.0,62.099999999999966,9.104166666666666,0.0,24.049999999999983
720,721,47.59583333333333,17.0,88.0,36.175,8.950000000000001,70.04999999999998,28.725,6.0,64.09999999999997,36.175,8.950000000000001,70.04999999999998,10.470833333333333,0.0,28.0
721,722,47.59583333333333,17.0,88.0,36.175,8.950000000000001,70.04999999999998,28.725,6.0,64.09999999999997,36.175,8.950000000000001,70.04999999999998,10.470833333333333,0.0,28.0
722,723,48.85,19.0,87.09999999999997,37.34166666666667,11.950000000000001,71.0,29.804166666666667,7.0,63.04999999999998,37.34166666666667,11.950000000000001,71.0,11.070833333333333,0.0,29.049999999999983
723,724,51.15,23.0,86.0,38.25833333333333,14.950000000000001,68.0,28.8625,7.0,58.0,38.25833333333333,14.950000000000001,68.0,10.55,0.0,25.0
724,725,51.15,23.0,86.0,38.25833333333333,14.950000000000001,68.0,28.8625,7.0,58.0,38.25833333333333,14.950000000000001,68.0,10.55,0.0,25.0
725,726,52.395833333333336,25.950000000000003,86.09999999999997,39.233333333333334,14.950000000000001,67.04999999999998,29.108333333333334,7.0,56.0,39.233333333333334,14.950000000000001,67.04999999999998,10.9375,0.0,26.0
726,727,53.9125,26.0,88.0,41.02916666666667,17.0,71.0,30.295833333333334,9.0,58.0,41.02916666666667,17.0,71.0,11.7,0.0,28.099999999999966
727,728,53.9125,26.0,88.0,41.02916666666667,17.0,71.0,30.295833333333334,9.0,58.0,41.02916666666667,17.0,71.0,11.7,0.0,28.099999999999966
728,729,56.90416666666667,29.0,91.04999999999998,43.9625,19.0,74.0,32.704166666666666,11.0,60.099999999999966,43.9625,19.0,74.0,12.129166666666666,0.9500000000000011,29.0
729,730,59.575,31.950000000000003,95.0,47.84583333333333,21.950000000000003,77.04999999999998,36.229166666666664,14.0,65.04999999999998,47.84583333333333,21.950000000000003,77.04999999999998,13.716666666666667,1.950000000000001,30.049999999999983
730,731,59.575,31.950000000000003,95.0,47.84583333333333,21.950000000000003,77.04999999999998,36.229166666666664,14.0,65.04999999999998,47.84583333333333,21.950000000000003,77.04999999999998,13.716666666666667,1.950000000000001,30.049999999999983
731,732,61.22083333333333,33.95,95.04999999999998,50.170833333333334,23.0,81.04999999999998,37.4,14.950000000000001,66.09999999999997,50.170833333333334,23.0,81.04999999999998,14.408333333333333,1.0,32.0
732,733,61.9,34.0,96.09999999999997,49.09583333333333,22.950000000000003,80.0,37.670833333333334,14.0,68.04999999999998,49.09583333333333,22.950000000000003,80.0,14.616666666666667,1.0,33.0
733,734,61.6,32.95,95.04999999999998,48.22083333333333,21.950000000000003,78.04999999999998,37.37916666666667,14.0,68.04999999999998,48.22083333333333,21.950000000000003,78.04999999999998,14.108333333333333,1.0,30.0
734,735,61.6,32.95,95.04999999999998,48.22083333333333,21.950000000000003,78.04999999999998,37.37916666666667,14.0,68.04999999999998,48.22083333333333,21.950000000000003,78.04999999999998,14.108333333333333,1.0,30.0
735,736,59.44166666666667,31.950000000000003,93.0,46.145833333333336,20.950000000000003,74.04999999999998,35.7875,12.0,66.09999999999997,46.145833333333336,20.950000000000003,74.04999999999998,13.779166666666667,1.0,29.049999999999983
736,737,54.82083333333333,28.0,88.0,41.87083333333333,18.950000000000003,69.04999999999998,32.19166666666667,10.0,60.14999999999995,41.87083333333333,18.950000000000003,69.04999999999998,12.979166666666666,0.0,28.049999999999983
737,738,54.82083333333333,28.0,88.0,41.87083333333333,18.950000000000003,69.04999999999998,32.19166666666667,10.0,60.14999999999995,41.87083333333333,18.950000000000003,69.04999999999998,12.979166666666666,0.0,28.049999999999983
